,franquicia,titulo_original,recaudacion
5116,The Dirty Dozen Collection,The Dirty Dozen,45300000.0
5206,James Bond Collection,Goldfinger,124881062.0
5260,James Bond Collection,From Russia with Love,78898765.0
5296,James Bond Collection,Dr. No,59600000.0
5308,The Blue Lagoon collection,The Blue Lagoon,58853106.0
5311,The Man With No Name Collection,Per un pugno di dollari,14500000.0
5335,Home Alone Collection,Home Alone 2: Lost in New York,358991681.0
5351,Penitenciaría - Colección,Penitentiary,0.0
5353,Penitenciaría - Colección,Penitentiary II,0.0
5355,Omega Code Series,The Omega Code,2400000.0
5359,Bats Collection,Bats,10.0
5361,The Best Man Collection,The Best Man,34573780.0
5365,Harry Palmer Collection,The Ipcress File,0.0
5371,On Any Sunday Collection,On Any Sunday,0.0
5373,RoboCop Collection,RoboCop,53000000.0
5376,RoboCop Collection,RoboCop 2,45681173.0
5381,James Bond Collection,For Your Eyes Only,195312802.0
5417,James Bond Collection,Licence to Kill,156167015.0
5429,James Bond Collection,Live and Let Die,161777836.0
5447,James Bond Collection,Thunderball,141195658.0
5495,House on Haunted Hill Collection,House on Haunted Hill,40846082.0
5501,Re-Animator Collection,Bride of Re-Animator,0.0
5504,Creepshow Collection,Creepshow,21028755.0
5522,Creepshow Collection,Creepshow 2,14000000.0
5524,Re-Animator Collection,Re-Animator,2023414.0
5530,Piranha Collection,Piranha,0.0
5531,Mister Roberts Collection,Mister Roberts,0.0
5535,Meatballs Collection,Meatballs,0.0
5537,Meatballs Collection,Meatballs Part II,0.0
5539,Meatballs Collection,Meatballs III: Summer Job,0.0
5541,Meatballs Collection,Meatballs 4,0.0
5542,Pokémon Collection,劇場版ポケットモンスター ミュウツーの逆襲,163644662.0
5564,Barrytown Trilogy,The Commitments,0.0
5672,Poison Ivy Collection,Poison Ivy,0.0
5673,Poison Ivy Collection,Poison Ivy: The New Seduction,0.0
5679,The Up Series,42 Up,0.0
5681,James Bond Collection,The World Is Not Enough,361832400.0
5705,Toy Story Collection,Toy Story 2,497366869.0
5708,The Jake Gittes Collection,The Two Jakes,10000000.0
5711,Deuce Bigalow Collection,Deuce Bigalow: Male Gigolo,65535067.0
5714,The Last Picture Show Collection,The Last Picture Show,29133000.0
5716,The Sinbad Collection,The 7th Voyage of Sinbad,0.0
5724,Stuart Little Collection,Stuart Little,300135367.0
5748,Fantasia Collection,Fantasia 2000,90874570.0
5751,Friday Collection,Next Friday,59827328.0
5752,Batman (DC Universe Animated) Collection,Batman: Mask of the Phantasm,5617391.0
5768,Sister Act Collection,Sister Act,231605150.0
5770,Sister Act Collection,Sister Act 2: Back in the Habit,57319029.0
5772,Wayne's World Collection,Wayne's World,121697323.0
5776,Wayne's World Collection,Wayne's World 2,47965000.0
5780,The Jack Ryan Collection,Patriot Games,178051587.0
5788,Mexico Trilogy,El Mariachi,2040920.0
5794,The Cutting Edge Collection,The Cutting Edge,25105517.0
5812,Scream Collection,Scream 3,161834276.0
5818,Single White Female Collection,Single White Female,48017402.0
5820,The Boondock Saints Collection,The Boondock Saints,30471.0
5856,"To Sir, with Love Collection","To Sir, with Love",0.0
5857,The Chronicles of Riddick Collection,Pitch Black,53187659.0
5860,The Whole Nine/Ten Yards Collection,The Whole Nine Yards,106371651.0
5932,Cross of Iron Collection,Cross of Iron,0.0
6060,American Graffiti Collection,American Graffiti,140000000.0
6066,The Muppet Collection,The Muppet Movie,76657000.0
6072,The Muppet Collection,The Muppets Take Manhattan,0.0
6090,Final Destination Collection,Final Destination,53302314.0
6096,Death Wish Collection,Death Wish,22000000.0
6112,Death Wish Collection,Death Wish 2,45000000.0
6115,Death Wish Collection,Death Wish 3,16945171.0
6119,Death Wish Collection,Death Wish 4: The Crackdown,0.0
6123,Death Wish Collection,Death Wish 5: The Face of Death,1702394.0
6139,Teenage Mutant Ninja Turtles (Original) Collection,Teenage Mutant Ninja Turtles,202000000.0
6179,Teenage Mutant Ninja Turtles (Original) Collection,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78000000.0
6199,Teenage Mutant Ninja Turtles (Original) Collection,Teenage Mutant Ninja Turtles III,42000000.0
6235,Bloodsport Collection,Bloodsport,11806119.0
6236,Grumpy Old Men Collection,Grumpy Old Men,0.0
6245,The Hustler Collection,The Hustler,7600000.0
6247,The Skulls Collection,The Skulls,35007180.0
6271,The Odd Couple Collection,The Odd Couple,44527234.0
6272,Navarone Collection,Force 10 from Navarone,7230000.0
6280,Beach Party Collection,How to Stuff a Wild Bikini,0.0
6283,Arthur Collection,Arthur,95461682.0
6286,Bachelor Party Collection,Bachelor Party,38435947.0
6292,Predator Collection,Predator,98235548.0
6340,American Psycho Collection,American Psycho,34266564.0
6394,East is East Collection,East Is East,28200000.0
6403,Caddyshack Collection,Caddyshack,39846344.0
6405,The Crow Collection,The Crow: Salvation,0.0
6441,The Flintstones (Live-Action) Collection,The Flintstones in Viva Rock Vegas,59468275.0
6449,Heart of Gold Collection,Idioterne,7235.0
6473,Carnosaur Collection,Carnosaur,1753979.0
6475,Carnosaur Collection,Carnosaur 2,0.0
6477,Carnosaur Collection,Carnosaur 3: Primal Species,0.0
6480,Hidden Collection,The Hidden,0.0
6496,The Three Mothers Collection,Inferno,0.0
6500,Die Nibelungen Filmreihe,"Die Nibelungen, Teil 1: Siegfried",0.0
6512,Center Stage Collection,Center Stage,17200925.0
6514,Pee-wee's Collection,Pee-wee's Big Adventure,40940662.0
6518,Caballeros Collection,Saludos Amigos,0.0
6526,Road Trip Collection,Road Trip,119754278.0
6530,Mission: Impossible Collection,Mission: Impossible II,546388105.0
6548,Shanghai Noon Collection,Shanghai Noon,56932305.0
6620,James Bond Collection,On Her Majesty's Secret Service,81974493.0
6656,James Bond Collection,The Spy Who Loved Me,185438673.0
6710,James Bond Collection,Moonraker,210308099.0
6758,James Bond Collection,The Man with the Golden Gun,97572000.0
6812,Big Momma's House Collection,Big Momma's House,173959438.0
6820,The Endless Summer Collection,The Endless Summer,0.0
6821,Navarone Collection,The Guns of Navarone,28900000.0
6869,Quatermass (Hammer series),Quatermass and the Pit,0.0
6871,Quatermass (Hammer series),Quatermass II,0.0
6873,Puppet Master Collection,Puppet Master,0.0
6875,Puppet Master Collection,Puppet Master II,0.0
6877,Puppet Master Collection,Puppet Master III Toulon's Revenge,0.0
6879,Puppet Master Collection,Puppet Master 4,0.0
6880,Puppet Master Collection,Puppet Master 5: The Final Chapter,0.0
6881,Puppet Master Collection,Curse of the Puppet Master,0.0
6882,Puppet Master Collection,Retro Puppet Master,0.0
6883,The Benji Collection,Benji,0.0
6886,The Benji Collection,Benji the Hunted,0.0
6889,The Benji Collection,For the Love of Benji,0.0
6890,The Decline of Western Civilization Collection,The Decline of Western Civilization,0.0
6892,The Decline of Western Civilization Collection,The Decline of Western Civilization Part II: The Metal Years,0.0
6894,The Man With No Name Collection,Per qualche dollaro in più,15000000.0
6900,Dirty Harry Collection,Magnum Force,39768000.0
6906,Porky's Collection,Porky's,125728258.0
6910,Porky's Collection,Porky's II: The Next Day,33759266.0
6914,Porky's Collection,Porky's Revenge,20518905.0
6920,Nuke 'Em High Collection,Class of Nuke 'Em High,0.0
6923,The Toxic Avenger Collection,The Toxic Avenger,0.0
6927,The Toxic Avenger Collection,The Toxic Avenger Part II,0.0
6933,The Toxic Avenger Collection,The Toxic Avenger Part III: The Last Temptation of Toxie,0.0
6937,Predator Collection,Predator 2,57120318.0
6949,Alien Nation Collection,Alien Nation,32155047.0
6955,Mad Max Collection,Mad Max,100000000.0
6967,Mad Max Collection,Mad Max 2,24600832.0
6971,Mad Max Collection,Mad Max Beyond Thunderdome,36230219.0
6974,9½ Weeks Collection,Nine 1/2 Weeks,6735922.0
6984,Firestarter Collection,Firestarter,17080167.0
7004,Shaft Collection,Shaft,12121618.0
7012,Shaft Collection,Shaft,107196498.0
7060,F/X Collection,F/X,20603715.0
7066,F/X Collection,F/X2,0.0
7090,Missing in Action Collection,Missing in Action,22812411.0
7098,Missing in Action Collection,Missing in Action 2: The Beginning,10755447.0
7110,Missing in Action Collection,Braddock: Missing in Action III,6193901.0
7118,The Sinbad Collection,The Golden Voyage of Sinbad,11000000.0
7134,House Party Collection,House Party,26386000.0
7136,House Party Collection,House Party 2,0.0
7137,Nekromantik Collection,Nekromantik,0.0
7139,Shaft Collection,Shaft in Africa,1458000.0
7149,Shaft Collection,Shaft's Big Score!,10000000.0
7157,Scary Movie Collection,Scary Movie,278019771.0
7161,X-Men Collection,X-Men,296339527.0
7179,Pokémon Collection,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,133949270.0
7319,The Sinbad Collection,Sinbad and the Eye of the Tiger,16000000.0
7329,The Nutty Professor Collection,Nutty Professor II: The Klumps,123307945.0
7337,Hollow Man Collection,Hollow Man,190213455.0
7349,Phantasm Collection,Phantasm II,7282851.0
7361,Phantasm Collection,Phantasm III: Lord of the Dead,0.0
7364,Phantasm Collection,Phantasm IV: Oblivion,0.0
7366,Pumpkinhead Collection,Pumpkinhead,4385516.0
7370,Sleepaway Camp Collection,Sleepaway Camp,0.0
7371,"Ilsa, She Wolf of the SS Collection",Ilsa: She Wolf of the SS,0.0
7383,The Cell Collection,The Cell,104155843.0
7413,Godzilla (Millennium) Collection,Gojira ni-sen mireniamu,10037390.0
7417,Naked Gun Collection,The Naked Gun: From the Files of Police Squad!,78756177.0
7419,Naked Gun Collection,The Naked Gun 2½: The Smell of Fear,86930411.0
7421,The Art of War Collection,The Art of War,30199105.0
7445,Bring It On Collection,Bring It On,90449929.0
7446,Highlander Collection,Highlander: Endgame,15843608.0
7464,Anatomy Collection,Anatomie,0.0
7468,Urban Legend,Urban Legends: Final Cut,38574362.0
7474,Heart of Gold Collection,Dancer in the Dark,40031879.0
8410,Hellraiser Collection,Hellraiser,14564027.0
8414,Hellraiser Collection,Hellbound: Hellraiser II,12090735.0
8422,Hellraiser Collection,Hellraiser III: Hell on Earth,12534961.0
8440,Beach Party Collection,Beach Party,0.0
8442,Beach Party Collection,Bikini Beach,0.0
8445,The Fly (1958 series),Return of the Fly,0.0
8451,Beach Party Collection,Pajama Party,0.0
8453,Creature From The Black Lagoon (Universal Series),Creature from the Black Lagoon,1300000.0
8456,The Invisible Man (Universal Series),The Invisible Man,0.0
8458,The Slumber Party Massacre Collection,The Slumber Party Massacre,0.0
8460,The Slumber Party Massacre Collection,Slumber Party Massacre II,0.0
8462,The Slumber Party Massacre Collection,Slumber Party Massacre III,0.0
8464,The Sorority House Massacre Collection,Sorority House Massacre,0.0
8465,The Sorority House Massacre Collection,Sorority House Massacre II,0.0
8468,Digimon Collection,Digimon: The Movie,0.0
8500,Meet the Parents Collection,Meet the Parents,330444045.0
8508,Billy Jack Collection,Billy Jack,0.0
8511,Billy Jack Collection,Billy Jack Goes to Washington,0.0
8512,Ghoulies Collection,Ghoulies,35000000.0
8515,Ghoulies Collection,Ghoulies II,0.0
8519,Drunken Master Collection,醉拳二,0.0
8523,Blair Witch Collection,Book of Shadows: Blair Witch 2,0.0
8529,Charlie's Angels Collection,Charlie's Angels,264105545.0
8554,James Bond Collection,Diamonds Are Forever,116019547.0
8590,Rugrats Collection,Rugrats in Paris: The Movie,103.0
8614,101 Dalmatians (Live-Action) Collection,102 Dalmatians,183611771.0
8618,"Crouching Tiger, Hidden Dragon Collection",卧虎藏龙,213525736.0
8746,Dungeons & Dragons Collection,Dungeons & Dragons,15185241.0
8794,James Bond Collection,The Living Daylights,191185897.0
8878,Wall Street Collection,Wall Street,43848069.0
8880,The Emperor's New Groove Collection,The Emperor's New Groove,169327687.0
8890,Miss Congeniality Collection,Miss Congeniality,212000000.0
8938,Dracula 2000 Collection,Dracula 2000,33000337.0
8944,Annie Collection,Annie,57059003.0
8952,Save The Last Dance Collection,Save the Last Dance,91038276.0
8960,Beverly Hills Cop Collection,Beverly Hills Cop II,299965036.0
8969,Beverly Hills Cop Collection,Beverly Hills Cop,316360478.0
8975,The Brave Little Toaster Collection,The Brave Little Toaster,0.0
9011,Ernest Collection,Ernest Goes to Camp,23509382.0
9015,Evil Dead Collection,The Evil Dead,29400000.0
9016,The Jaws Collection,Jaws: The Revenge,51881013.0
9018,Lost Boys Collection,The Lost Boys,32222567.0
9020,Mannequin Collection,Mannequin,42721196.0
9023,Left Behind Collection,Left Behind,0.0
9027,Wong Kar-Wai's Informal Collection,花樣年華,12854953.0
9051,The Hannibal Lecter Anthology,Hannibal,351692268.0
9083,Disneys Große Pause,Recess: School's Out,44460850.0
9091,Demetrius Filmreihe,Demetrius and the Gladiators,0.0
9095,Dr. Phibes Collection,The Abominable Dr. Phibes,0.0
9099,The Hannibal Lecter Anthology,Manhunter,8620929.0
9105,Revenge of the Nerds Collection,Revenge of the Nerds,0.0
9108,Revenge of the Nerds Collection,Revenge of the Nerds II: Nerds in Paradise,22642033.0
9112,C.H.U.D. Collection,C.H.U.D.,3412497.0
9116,Spy Kids Collection,Spy Kids,147934180.0
9140,Alex Cross Collection,Along Came a Spider,105178561.0
9284,The Visitors Collection,Just Visiting,0.0
9320,Pokémon Collection,Pokémon 3: The Movie,68411275.0
9400,Bridget Jones Collection,Bridget Jones's Diary,281929795.0
9460,Joe Dirt Collection,Joe Dirt,30987695.0
9470,Crocodile Dundee Collection,Crocodile Dundee in Los Angeles,39438674.0
9482,The Mummy Collection,The Mummy Returns,433013274.0
9500,Shrek Collection,Shrek,484409218.0
9515,City Slickers Collection,City Slickers,179033791.0
9545,Alienation Trilogy,La notte,0.0
9551,The Magnificent Seven Collection,The Magnificent Seven,4905000.0
9555,The Magnificent Seven Collection,Return of the Seven,0.0
9563,Atlantis Collection,Atlantis: The Lost Empire,186053725.0
9587,Tomb Raider Collection,Lara Croft: Tomb Raider,274703340.0
9615,Dr. Dolittle Collection,Dr. Dolittle 2,176104344.0
9627,The Fast and the Furious Collection,The Fast and the Furious,207283925.0
9651,The Crimson Rivers Collection,Les Rivières pourpres,0.0
9654,Cats & Dogs Collection,Cats & Dogs,93375151.0
9702,Scary Movie Collection,Scary Movie 2,141220678.0
9710,Beach Party Collection,Beach Blanket Bingo,0.0
9712,Totò Collection,I soliti ignoti,0.0
9714,Cannonball Run Collection,The Cannonball Run,72179579.0
9718,Cannonball Run Collection,Cannonball Run II,28078073.0
9722,Cannonball Run Collection,Speed Zone,3077361.0
9726,Dr Goldfoot Collection,Dr. Goldfoot and the Bikini Machine,0.0
9728,Cheech & Chong Collection,Nice Dreams,0.0
9730,Cheech & Chong Collection,Things Are Tough All Over,21134374.0
9732,The Three Mothers Collection,Suspiria,0.0
9736,Final Fantasy Collection,Final Fantasy: The Spirits Within,85131830.0
9772,Legally Blonde Collection,Legally Blonde,141774679.0
9774,Arthur Collection,Arthur 2: On the Rocks,14681192.0
9776,Pee-wee's Collection,Big Top Pee-wee,15122000.0
9778,Caddyshack Collection,Caddyshack II,0.0
9780,Critters Collection,Critters,13167232.0
9795,Critters Collection,Critters 2,3813293.0
9803,Critters Collection,Critters 3,0.0
9811,Dirty Harry Collection,The Dead Pool,0.0
9817,Elvira Collection,"Elvira, Mistress of the Dark",5596267.0
9825,Ernest Collection,Ernest Saves Christmas,28202109.0
9827,The Howling Collection,Howling IV: The Original Nightmare,0.0
9829,The Land Before Time Collection,The Land Before Time,84460846.0
9865,Return of the Living Dead Collection,Return of the Living Dead Part II,9205924.0
9867,Return of the Living Dead Collection,The Return of the Living Dead,14237000.0
9873,The Man From Snowy River Collection,Return to Snowy River,0.0
9888,The Man From Snowy River Collection,The Man from Snowy River,20659423.0
9898,Short Circuit Collection,Short Circuit 2,21630088.0
