,titulo_original,duracion,año_realizacion
48217,ディアルガVSパルキアVSダークライ,90.0,2007
48233,劇場版ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者　ルカリオ,103.0,2005
48239,See No Evil 2,90.0,2014
48241,The Pact II,96.0,2014
48244,The Ouija Experiment 2: Theatre of Death,86.0,2015
48245,春嬌與志明,112.0,2012
48249,Bad Asses on the Bayou,85.0,2015
48257,Gin Gwai 10,86.0,2005
48275,Batman v Superman: Dawn of Justice,151.0,2016
48293,TEKKEN: A Man Called X,90.0,2014
48295,Road to Ninja: Naruto the Movie,109.0,2012
48323,志明與春嬌,104.0,2010
48326,Lyubov V Bolshom Gorode,88.0,2009
48338,Tom and Jerry Spy Quest,73.0,2015
48368,Tom and Jerry & The Wizard of Oz,59.0,2011
48372,Tom and Jerry: The Magic Ring,62.0,2002
48381,Tom and Jerry: The Fast and the Furry,75.0,2005
48384,Tom and Jerry Meet Sherlock Holmes,49.0,2010
48396,Tom and Jerry's Giant Adventure,66.0,2013
48398,Mais qui a re-tué Pamela Rose?,90.0,2012
48404,The Creature Walks Among Us,79.0,1956
48406,Blue Lagoon: The Awakening,85.0,2012
48418,Mystery Woman,88.0,2003
48421,Magic Mike XXL,115.0,2015
48427,Dragon Ball: Sūpā Saiyajin Zetsumetsu Keikaku,0.0,1993
48433,ドラゴンボールZ 復活の「F」,93.0,2015
48449,Benvenuti al nord,110.0,2012
48451,Femmine contro maschi,98.0,2011
48455,Lezioni di cioccolato,99.0,2007
48456,Maschi Contro Femmine,113.0,2010
48459,Ex,120.0,2009
48469,Qualunquemente,96.0,2011
48470,Death of a Ghost Hunter,107.0,2007
48472,Lake Placid vs. Anaconda,92.0,2015
48478,Spiders,94.0,2000
48481,Joe Dirt 2: Beautiful Loser,107.0,2015
48482,ドラゴンボール エピソード オブ バーダック,20.0,2011
48485,茄子 アンダルシアの夏,47.0,2003
48486,7 Nights Of Darkness,90.0,2011
48487,I'll Always Know What You Did Last Summer,92.0,2006
48488,Afro Samurai,125.0,2007
48508,Tanu Weds Manu Returns,128.0,2015
48510,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,476.0,2015
48512,Vampire Boys,70.0,2011
48513,Carry On Columbus,91.0,1992
48515,Art Of The Devil,96.0,2004
48521,着信アリ2,105.0,2005
48533,着信アリFinal,109.0,2006
48542,Sheng gang qi bing,100.0,1984
48545,Baahubali: The Beginning,159.0,2015
48561,Pokémon Ranger and the Temple of the Sea,107.0,2006
48565,五億探長雷洛傳：雷老虎,70.0,1991
48569,Lavalantula,83.0,2015
48575,Sharktopus vs. Whalewolf,83.0,2015
48581,Liao zhai yan tan,88.0,1987
48584,The Skulls II,99.0,2002
48596,The Skulls III,102.0,2004
48599,攻殻機動隊ARISE border : 2 Ghost Whispers,50.0,2013
48619,攻殻機動隊ARISE border : 3 Ghost Tears,59.0,2014
48634,攻殻機動隊ARISE border : 4 Ghost Stands Alone,59.0,2014
48646,小时代,116.0,2013
48655,小时代2：青木时代,116.0,2013
48661,小时代3：刺金时代,110.0,2014
48665,Brancaleone alle crociate,116.0,1970
48667,Fantozzi 2000 - La clonazione,0.0,1999
48668,Fantozzi - Il ritorno,97.0,1996
48671,Fantozzi In Paradiso,0.0,1993
48672,Fantozzi alla riscossa,105.0,1990
48673,Fantozzi va in pensione,102.0,1988
48674,Scuola di ladri - Parte seconda,96.0,1987
48675,Scuola di ladri,96.0,1986
48676,I pompieri,97.0,1985
48677,Fantozzi subisce ancora,85.0,1983
48678,Amici miei - Atto III°,110.0,1985
48679,Ur kärlekens språk,98.0,1969
48680,Batman Unlimited: Monster Mayhem,81.0,2015
48686,Descendants,112.0,2015
48690,Monster High: Scaris City of Frights,61.0,2013
48692,Tarzan II,72.0,2005
48695,Gekijô ban poketto monsutâ: Daiyamondo & Pâru - Giratina to sora no hanataba Sheimi,96.0,2008
48698,George Carlin: Jammin' in New York,59.0,1992
48701,機動戦士ガンダムII：哀戦士編,139.0,1981
48707,機動戦士ガンダム III めぐりあい宇宙編,144.0,1982
48713,Kung Fu Killer,93.0,2008
48719,ショート・ピース,68.0,2013
48720,Van Helsing: The London Assignment,30.0,2004
48728,Hellboy Animated: Iron Shoes,3.0,2007
48729,Anne Of Green Gables: The Continuing Story,180.0,2000
48737,Sting of the Black Scorpion,84.0,2002
48739,Black Scorpion,92.0,1995
48741,Black Scorpion II: Aftershock,85.0,1997
48745,Death Train,100.0,1993
48763,The Parent Trap II,81.0,1986
48764,"Family Guy Presents: Something, Something, Something, Dark Side",44.0,2009
48770,"Puff, the Magic Dragon",30.0,1978
48773,The Shadow Strikes,62.0,1937
48774,Hellboy Animated: Blood and Iron,75.0,2007
48781,Nancy Drew... Reporter,68.0,1939
48784,Sinister 2,97.0,2015
48791,Further Adventures of the Wilderness Family,105.0,1978
48793,Spud 2: The Madness Continues,91.0,2013
48795,Painted Skin: The Resurrection,131.0,2012
48799,Dragon Nest: Warriors' Dawn,88.0,2014
48847,Curious George 2: Follow That Monkey!,80.0,2009
48853,Dungeons & Dragons: The Book of Vile Darkness,90.0,2012
48861,সীমাবদ্ধ,110.0,1971
48862,劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語,131.0,2012
48865,Always san-chôme no yûh,133.0,2005
48867,進撃の巨人 ATTACK ON TITAN,90.0,2015
48887,Gekijô-ban - Bishôjo senshi Sêrâ Mûn S,60.0,1994
48890,劇場版 美少女戦士セーラームーンＲ,61.0,1993
48898,美少女戦士セーラームーンSuperS セーラー９戦士集結！ブラック・ドリーム・ホールの奇跡,60.0,1995
48901,Азазель,208.0,2002
48906,Турецкий гамбит,130.0,2005
48916,Daisy Town,71.0,1971
48934,図書館戦争,128.0,2013
48946,Sharpe's Challenge,138.0,2006
48962,The Angrez,110.0,2006
48964,Arthur 3: la guerre des deux mondes,101.0,2010
48976,"Get Smart, Again!",96.0,1989
48982,Hard Time: Hostage Hotel,88.0,1999
48985,Street Kings 2: Motor City,93.0,2011
48988,"Hâdo ribenji, Mirî: Buraddi batoru",74.0,2009
48992,ハード・リベンジ、ミリー,44.0,2008
48996,The Hunchback of Notre Dame II,68.0,2002
49020,HK/変態仮面,90.0,2013
49024,Moskva-Kassiopeya,85.0,1973
49028,Mythica: The Darkspore,108.0,2015
49031,Santa Baby,89.0,2006
49040,Napoli milionaria,84.0,1951
49041,ストリートファイターZERO,100.0,1999
49045,Børning,93.0,2014
49047,The Rise of the Krays,110.0,2015
49050,Hot Wheels Acceleracers: Ignition,60.0,2005
49053,キュレムVS聖剣士ケルディオ,71.0,2012
49083,幻影の覇者 ゾロアーク,96.0,2010
49101,Contracted: Phase II,78.0,2015
49104,破壊の繭とディアンシー,76.0,2014
49108,ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ,73.0,2015
49117,Mrs. Miracle,90.0,2009
49165,Santa Baby 2,90.0,2009
49173,The Transporter Refueled,96.0,2015
49182,La Vérité si je Mens ! 3,120.0,2012
49186,La Vérité si je Mens ! 2,105.0,2001
49191,Fallen,84.0,2006
49215,太平轮(上),129.0,2014
49217,Return to Halloweentown,88.0,2006
49227,Snow 2: Brain Freeze,86.0,2008
49233,Twitches Too,83.0,2007
49249,Papa ou maman,85.0,2015
49254,12 Rounds 3: Lockdown,90.0,2015
49256,La casa 5,95.0,1990
49260,Robert the Doll,90.0,2015
49261,La morte viene dal pianeta Aytin,90.0,1967
49262,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,87.0,2015
49282,劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語,116.0,2013
49285,劇場版 魔法少女まどか☆マギカ[後編] 永遠の物語,109.0,2012
49288,08/15,95.0,1954
49290,Scanner Cop,95.0,1994
49296,Fack ju Göhte 2,115.0,2015
49298,The Brave Little Toaster to the Rescue,74.0,1997
49302,A Date with the Falcon,63.0,1942
49304,Varg Veum - Svarte får,83.0,2011
49310,Witchboard 2: The Devil's Doorway,98.0,1993
49312,リトルウィッチアカデミア,26.0,2013
49316,Das Sams,100.0,2001
49317,Sissi - Schicksalsjahre einer Kaiserin,109.0,1957
49325,Sissi,102.0,1955
49328,Robot Wars,67.0,1993
49340,Robo Warriors,89.0,1996
49349,Das ewige Leben,123.0,2015
49367,Hotel Transylvania 2,89.0,2015
49379,An American Girl: Saige Paints the Sky,99.0,2013
49380,"To Sir, with Love II",0.0,1996
49381,Tremors 5: Bloodlines,99.0,2015
49384,Wonder Woman,141.0,2017
49426,Iron Sky: The Coming Race,0.0,2018
49498,Pitch Perfect 3,0.0,2017
49499,El pico 2,120.0,1984
49500,Argo 2,0.0,2015
49503,Runt Page,10.0,1932
49504,The Pie-Covered Wagon,10.0,1932
49505,Fuga de cerebros 2,106.0,2011
49508,Nobels testamente,90.0,2012
49512,Carry On Jack,87.0,1963
49513,Kokowääh 2,120.0,2013
49515,The Adventures of Mickey Matson and the Copperhead Conspiracy,93.0,2012
49516,The Falls,115.0,2012
49518,Arrangiatevi!,0.0,1959
49519,"Pane, amore e...",106.0,1955
49521,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,67.0,2015
49525,McHale's Navy Joins the Air Force,86.0,1965
49526,Sleepaway Camp IV: The Survivor,70.0,1992
49527,The Decline of Western Civilization Part III,86.0,1998
49528,The Hitcher II: I've Been Waiting,93.0,2003
49530,杀破狼2,120.0,2015
49554,타짜,139.0,2006
49556,สี่แพร่ง,120.0,2008
49558,공공의 적 2,148.0,2005
49564,Chin Kei Bin 2 - Fa Tou Tai Kam,106.0,2004
49568,硬汉,95.0,2008
49572,Ying Han 2,86.0,2011
49573,Lucky Luke,92.0,1991
49577,クローズ EXPLODE,129.0,2014
49579,Операция «С новым годом»,93.0,1996
49581,竊聽風雲,100.0,2009
49593,寒戰,102.0,2012
49605,竊聽風雲 2,121.0,2011
49614,竊聽風雲 3,131.0,2014
49662,BRAVE HEARTS 海猿,116.0,2012
49664,暗戰 2,95.0,2001
49670,Marius,93.0,2013
49672,Ostwind,105.0,2013
49676,Blondie Has Servant Trouble,72.0,1940
49677,李碧華鬼魅系列：奇幻夜,90.0,2013
49678,Paranormal Activity: The Ghost Dimension,88.0,2015
49682,La noche de las gaviotas,89.0,1975
49685,Снежная королева 2: Перезаморозка,78.0,2014
49689,David,190.0,1997
49737,Fireworks,14.0,1947
49738,K-9: P.I.,95.0,2002
49741,Half Past Dead 2,92.0,2007
49743,Balto III: Wings of Change,76.0,2004
49746,Long hu dou,90.0,1970
49748,Johan Falk: De 107 patrioterna,92.0,2012
49754,Fasandræberne,119.0,2014
49772,All Hallows' Eve,82.0,2013
49773,Xiang Gang you ge He Li Huo,108.0,2001
49781,Lake Placid 2,88.0,2007
49785,Lake Placid 3,93.0,2010
49801,Lake Placid: The Final Chapter,86.0,2012
49803,Lobo Guerreiro,90.0,2015
49812,Blade Violent - I violenti,89.0,1983
49828,조선명탐정: 각시투구꽃의 비밀,115.0,2011
49833,Bloodsport: The Dark Kumite,100.0,1999
49835,Антикиллер,113.0,2002
49837,"Gardemariny, Vperyod!",290.0,1987
49841,Неуловимые мстители,78.0,1966
49844,Sharpe's Company,100.0,1994
49876,Sharpe's Enemy,90.0,1994
49900,Sharpe's Honour,101.0,1994
49918,Creed,133.0,2015
49922,Le Gendarme à New York,95.0,1965
49923,Le Gendarme en balade,90.0,1970
49925,Le Gendarme de Saint-Tropez,89.0,1964
49927,Le gendarme et les extra-terrestres,96.0,1979
49931,Sharpe's Regiment,100.0,1996
49940,"Pane, amore e gelosia",97.0,1954
49942,La rivincita di Natale,99.0,2004
49944,Dov'è la libertà...?,93.0,1954
49948,Sharpe's Siege,101.0,1996
49957,Risate di gioia,106.0,1960
49958,Totò e Carolina,85.0,1955
49960,Les sous-doués,92.0,1980
49961,ദേവാസുരം,160.0,1993
49963,Sharpe's Mission,100.0,1996
49981,Le retour du grand blond,81.0,1974
49983,Алиса в стране чудес,30.0,1981
49987,"Vivat, Gardemariny!",140.0,1991
49991,Gardemariny III,107.0,1992
49995,Novye Priklyucheniya Neulovimykh,82.0,1968
49998,"Korona Rossiyskoy Imperii, ili Snova Neulovimye",134.0,1971
50001,Маугли,90.0,1973
50003,"Быстрее, чем кролики",99.0,2014
50004,Hornblower: The Even Chance,100.0,1998
50008,О чём ещё говорят мужчины,95.0,2011
50010,Anacondas: Trail of Blood,89.0,2009
50022,Beneath the Blue,92.0,2010
50024,Dark Rising 2:  Summer Strikes Back,94.0,2011
50028,Ma and Pa Kettle Go to Town,79.0,1950
50029,獨臂刀王,106.0,1969
50030,Can ku da ci sha,88.0,1978
50032,Xue di zi,111.0,1975
50034,98古惑仔之龍爭虎鬥,114.0,1998
50037,Sharpe's Revenge,101.0,1997
50055,Recep İvedik,90.0,2008
50056,Recep İvedik 2,0.0,2009
50057,Recep İvedik 3,95.0,2010
50058,Recep İvedik 4,117.0,2014
50062,Tarzan's Fight for Life,86.0,1958
50064,Hälsoresan,105.0,1999
50065,My Little Pony: Equestria Girls - Rainbow Rocks,75.0,2014
50077,My Little Pony: Equestria Girls - Friendship Games,72.0,2015
50093,Villmark 2,90.0,2015
50094,Fuga dal Bronx,89.0,1983
50100,Extralarge: Black Magic,99.0,1992
50106,Spud 3: Learning to Fly,89.0,2014
50107,Mega Shark vs. Mecha Shark,90.0,2014
50110,Eating Out: Drama Camp,90.0,2011
50111,Madeline: Lost in Paris,90.0,1999
50113,Babysitting 2,93.0,2015
50116,劇場版「空の境界」 第一章 俯瞰風景,50.0,2007
50122,劇場版「空の境界」第二章 殺人考察（前）,61.0,2007
50128,劇場版「空の境界」第三章 痛覚残留,58.0,2008
50134,劇場版「空の境界」第六章 忘却録音,59.0,2008
50136,劇場版「空の境界」第七章 殺人考察（後）,121.0,2009
50138,Another Gay Sequel: Gays Gone Wild!,90.0,2008
50146,Pierino contro tutti,0.0,1981
50148,Sien lui yau wan III: Do do do,104.0,1991
50152,Northpole,0.0,2014
50158,Wizards of Waverly Place: The Movie,94.0,2009
50163,Rudolph's Shiny New Year,60.0,1976
50165,Kôkaku Kidôtai,100.0,2015
50167,Zoolander 2,100.0,2016
50169,Johan Falk: De fredlösa,94.0,2009
50171,Johan Falk: Operation Näktergal,90.0,2009
50173,Pyramiden,0.0,2007
50182,The Lion Guard: Return of the Roar,44.0,2015
50185,逃學威龍,100.0,1991
50188,Bowery Buckaroos,66.0,1947
50190,寄生獣,109.0,2014
50196,寄生獣 完結編,117.0,2015
50202,Uuno Turhapuro – This Is My Life,104.0,2004
50203,Uuno Turhapuro - pisnismies,,1998
50204,Tupla-Uuno,0.0,1988
50205,Uuno Turhapuro – kaksoisagentti,0.0,1987
50206,Uuno Turhapuro muuttaa maalle,0.0,1986
50207,Uuno Turhapuron muisti palailee pätkittäin,0.0,1983
50208,Uuno Turhapuro menettää muistinsa,0.0,1982
50209,Uuno Turhapuron Aviokriisi,91.0,1981
50210,"Rautakauppias Uuno Turhapuro, presidentin vävy",90.0,1978
50212,Häpy Endkö? Eli kuinka Uuno Turhapuro sai niin kauniin ja rikkaan vaimon,84.0,1977
50213,Lottovoittaja UKK Turhapuro,84.0,1976
50214,Professori Uuno D.G. Turhapuro,86.0,1975
50215,"Totò, Peppino e i fuorilegge",0.0,1956
50216,La Banda degli Onesti,106.0,1956
50217,"Totò, lascia o raddoppia?",0.0,1956
50218,Jimi Plays Monterey,50.0,1986
50220,Daddy's Home,96.0,2015
50223,"Murder, She Baked: A Chocolate Chip Cookie Mystery",83.0,2015
50229,"Murder, She Baked: A Plum Pudding Murder Mystery",84.0,2015
50233,The Bridge,89.0,2015
50235,Kung Fu Panda 3,95.0,2016
50275,銀河英雄伝説: わが征くは星の大海,59.0,1988
50281,Alligator 2 - The Mutation,92.0,1991
50282,Dick Tracy Meets Gruesome,65.0,1947
50286,Rudolph and Frosty's Christmas in July,97.0,1979
50289,"As Mil e Uma Noites: Volume 1, O Inquieto",125.0,2015
50334,BORUTO -NARUTO THE MOVIE-,100.0,2015
50337,The Last: Naruto the Movie,114.0,2014
50340,Thou Shalt Laugh 3,94.0,2008
50341,Thou Shalt Laugh,93.0,2006
50342,Thou Shalt Laugh 2 - The Deuce,90.0,2007
50343,僕等がいた 前篇,0.0,2012
50344,僕等がいた 後篇,121.0,2012
50345,F.C. De Kampioenen: Kampioen zijn blijft plezant,115.0,2013
50346,Angels' Alley,0.0,1948
50349,K3 en het IJsprinsesje,70.0,2006
50350,Furia à Bahia pour OSS 117,99.0,1965
50358,Slime City,85.0,1988
50359,The Cheetah Girls: One World,90.0,2008
50369,映画　暗殺教室,110.0,2015
50377,Borsalino and Co.,110.0,1974
50380,The Love Bug,88.0,1997
50384,The Rise & Fall of a White Collar Hooligan,79.0,2012
50394,Derrick contre Superman,16.0,1992
50395,Alle for én,82.0,2011
50396,Klassefesten,105.0,2011
50397,鉄拳 ブラッド・ベンジェンス,100.0,2011
50421,ラストオーダー -ファイナルファンタジーVII-,25.0,2005
50427,劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!,82.0,2004
50455,Smugglers' Cove,66.0,1948
50457,Tarzan and the Leopard Woman,72.0,1946
50463,Witchcraft,95.0,1989
50464,Witchcraft II: The Temptress,88.0,1990
50465,Deathstalker and the Warriors from Hell,86.0,1988
50471,Deathstalker IV: Match of Titans,75.0,1991
50474,Dream a Little Dream 2,91.0,1995
50476,La 7ème compagnie au clair de lune,75.0,1977
50477,Ride Along 2,102.0,2016
50485,Batman: Bad Blood,72.0,2016
50491,एबीसीडी,160.0,2013
50493,Seeds of Yesterday,0.0,2015
50499,Revenge of the Stepford Wives,96.0,1980
50503,DEATH NOTE リライト2 Lを継ぐ者,130.0,2009
50509,Трое из Простоквашино,17.0,1978
50510,Kôkaku kidôtai: Stand Alone Complex - Solid State Society,105.0,2007
50515,Samyy Luchshiy Film 2,82.0,2009
50516,Jarhead 3: The Siege,95.0,2016
50525,"Crouching Tiger, Hidden Dragon: Sword of Destiny",103.0,2016
50534,London Has Fallen,99.0,2016
50570,Jesse Stone: Lost in Paradise,87.0,2015
50574,Carry On Henry,89.0,1971
50578,Carry On Up the Jungle,89.0,1970
50580,Carry On Matron,87.0,1972
50581,Carry On at Your Convenience,90.0,1971
50582,Carry On Abroad,88.0,1972
50583,What the Bleep! Down the Rabbit Hole,156.0,2006
50585,Napapiirin sankarit 2,87.0,2015
50587,Carry On Loving,88.0,1970
50589,राज़,152.0,2002
50591,Carry On Again Doctor,85.0,1969
50593,葉問3,105.0,2015
50605,Les Profs,88.0,2013
50607,Pitbull. Nowe porządki,133.0,2016
50611,Pitbull,0.0,2005
50617,Jue se wu qi,94.0,2012
50623,"Du är inte klok, Madicken",98.0,1979
50625,花と蛇,115.0,2004
50628,Fimfárum Jana Wericha,100.0,2002
50630,Fimfárum 2,97.0,2006
50632,Nya hyss av Emil i Lönneberga,91.0,1972
50636,Welcome,160.0,2007
50640,भूतनाथ,151.0,2008
50642,Golmaal Returns,135.0,2008
50643,రేసుగుర్రం,162.0,2014
50648,Dabangg,130.0,2010
50651,Golmaal 3,155.0,2010
50655,रखता चरित्र,123.0,2010
50667,1920: Evil Returns,120.0,2012
50669,All Stars,115.0,1997
50670,Open Season: Scared Silly,85.0,2015
50682,Kustom Kar Kommandos,3.0,1965
50683,Der kleine Eisbär,78.0,2001
50686,Singham Returns,142.0,2014
50690,Ocho apellidos catalanes,106.0,2015
50700,Thumb Wars: The Phantom Cuticle,29.0,1999
50702,Thumbtanic,26.0,2000
50703,The Little Bear Movie,75.0,2001
50709,Far til fire - gi'r aldrig op!,87.0,2005
50715,Fighting Fools,69.0,1949
50716,Hold That Baby!,64.0,1949
50717,Hate Story 3,126.0,2015
50719,All Stars 2: Old Stars,123.0,2011
50721,Knerten,75.0,2009
50727,The Ouija Exorcism,86.0,2015
50728,Täterätää - Die Kirche bleibt im Dorf 2,,2015
50730,Carry On Girls,88.0,1973
50731,জয় বাবা ফেলুনাথ,112.0,1979
50732,Monster High: Great Scarrier Reef,69.0,2016
50736,The Amityville Asylum,88.0,2013
50737,Angels in Disguise,63.0,1949
50738,Master Minds,64.0,1949
50739,Blondie Plays Cupid,72.0,1940
50740,Return to Nuke 'Em High Volume 1,85.0,2013
50743,"Return to Return to Nuke 'Em High, aka Volume 2",72.0,2017
50747,Invocation of My Demon Brother,12.0,1969
50748,Force,137.0,2011
50753,Pee-wee's Big Holiday,90.0,2016
50759,Neue Vahr Süd,90.0,2010
50761,My Big Fat Greek Wedding 2,94.0,2016
50785,The House of Fear,69.0,1945
50791,The Lone Wolf Meets a Lady,71.0,1940
50794,День выборов 2,105.0,2016
50795,Justice League vs. Teen Titans,78.0,2016
50801,Blonde Dynamite,66.0,1950
50803,I Spit on Your Grave III: Vengeance is Mine,91.0,2015
50805,Lucky Losers,70.0,1950
50806,The Lone Wolf Strikes,67.0,1940
50811,Blues Busters,67.0,1950
50812,Triple Trouble,67.0,1950
50813,Bowery Battalion,69.0,1951
50814,Crazy Over Horses,65.0,1951
50815,Let's Go Navy!,68.0,1951
50816,Feudin' Fools,63.0,1952
50817,Here Come the Marines,66.0,1952
50819,Hold That Line,67.0,1952
50821,Clipped Wings,62.0,1953
50822,Jalopy,62.0,1953
50823,Loose in London,62.0,1953
50826,Private Eyes,64.0,1953
50827,Paris Playboys,62.0,1954
50828,Bowery to Bagdad,64.0,1955
50829,Dig That Uranium,61.0,1955
50830,High Society,61.0,1955
50831,Jail Busters,61.0,1955
50832,Spy Chasers,61.0,1955
50833,Crashing Las Vegas,62.0,1956
50835,Hate Story,141.0,2012
50839,Hate Story 2,130.0,2014
50842,La escopeta nacional,95.0,1978
50846,The Huntsman: Winter's War,114.0,2016
50855,Neighbors 2: Sorority Rising,91.0,2016
50859,The Mark of the Whistler,60.0,1944
50860,Voice of the Whistler,60.0,1945
50862,Mysterious Intruder,61.0,1946
50864,Jiang tou,93.0,1975
50865,Vabank II,97.0,1984
50867,劇場版「空の境界」第四章 伽藍の洞,46.0,2008
50869,劇場版「空の境界」未来福音,88.0,2013
50873,Blondie Goes Latin,72.0,1941
50874,00 Schneider - Jagd auf Nihil Baxter,92.0,1994
50876,Otto - Der Film,85.0,1985
50879,Otto - Der Neue Film,82.0,1987
50882,Otto - Der Außerfriesische,92.0,1989
50884,劇場版 マクロスF 恋離飛翼 ～サヨナラノツバサ～,115.0,2011
50896,劇場版「空の境界」終章 空の境界,33.0,2011
50900,図書館戦争 THE LAST MISSION,120.0,2015
50903,Kureyon Shin-chan ankoku tamatama daitsuiseki,100.0,1997
50905,Kolpaçino,98.0,2009
50907,Barbershop: The Next Cut,112.0,2016
50910,Finding Dory,97.0,2016
50922,痞子英雄：全面開戰,142.0,2012
50926,The Cutting Edge 3: Chasing the Dream,90.0,2008
50929,The Cutting Edge: Fire & Ice,90.0,2010
50933,La casa 4,95.0,1988
50934,Tarzan and the Valley of Gold,90.0,1966
50942,Billa,130.0,2007
50948,Il giorno più corto,91.0,1963
50952,天地無用!真夏のイブ,60.0,1997
50956,Pecos River,55.0,1951
50957,アミテージ・ザ・サード DUAL-MATRIX,90.0,2002
50962,スレイヤーズぷれみあむ,30.0,2001
50966,餓狼伝説 THE MOTION PICTURE,95.0,1994
50974,スレイヤーズＲＥＴＵＲＮ,60.0,1996
50978,らんま1/2 超無差別決戦! 乱馬チームVS伝説の鳳凰,35.0,1994
50980,スレイヤーズ ぐれえと,61.0,1997
50984,スレイヤーズごぅじゃす,64.0,1998
51000,スレイヤーズ,63.0,1995
51004,Tenchi Muyô! In Love 2: Haruka naru omoi,95.0,1999
51010,天地無用! IN LOVE,95.0,1996
51012,Karas: The Prophecy,90.0,2005
51018,Animation Seisaku Shinkō Kuromi-chan,40.0,2001
51019,Animation Seisaku Shinkō Kuromi-chan: Nippon no Anime wa Watashi ga Tsukuru! 2,0.0,2004
51020,Megazone 23,81.0,1985
51022,MEGAZONE23 III イブの目覚め／解放の日,100.0,1989
51024,装鬼兵MDガイスト2,45.0,1996
51028,装鬼兵MDガイスト,45.0,1986
51031,Lust for a Vampire,91.0,1971
51032,彼女の想いで,44.0,1995
51034,リトル・フォレスト　冬・春,120.0,2015
51035,Carry On Cleo,94.0,1964
51036,Kindergarten Cop 2,100.0,2016
51040,Billa II,140.0,2012
51044,Singam,154.0,2010
51050,ナナ2,130.0,2006
51052,Alvin and the Chipmunks: The Road Chip,92.0,2015
51072,Leatherface,90.0,2017
51074,太平轮(下),131.0,2015
51080,Mi nismo anđeli,98.0,1992
51081,Miseria e Nobiltà,95.0,1954
51082,CyberTracker,91.0,1994
51084,Sams in Gefahr,90.0,2003
51085,Alice Through the Looking Glass,113.0,2016
51105,All of My Heart,81.0,2015
51107,The Bridge Part 2,85.0,2016
51109,Flower Shop Mystery: Mum's the Word,0.0,2016
51112,Alone in the Wilderness Part II,60.0,2011
51114,The Philadelphia Experiment,85.0,2012
51154,Emmanuelle 2000: Emmanuelle's Intimate Encounters,90.0,2000
51156,Now You See Me 2,129.0,2016
51348,Ken,94.0,1964
51349,The Land Before Time XIV: Journey of the Brave,82.0,2016
51352,LasseMajas detektivbyrå - Stella Nostra,70.0,2015
51354,Olsen-banden ser rødt,100.0,1976
51357,Olsen-banden i Jylland,96.0,1971
51360,Ator l'invincibile 2,92.0,1982
51369,Anders Matthesen: Tal For Dig Selv,311.0,2004
51370,Anders Matthesen: Anden På Coke?,112.0,2006
51371,8213: Gacy House,85.0,2010
51374,Teenage Mutant Ninja Turtles: Out of the Shadows,112.0,2016
51434,The Good Witch,89.0,2008
51440,Fast Getaway,86.0,1991
51446,Bullet to Beijing,101.0,1995
51449,Бременские музыканты,20.0,1969
51452,The Conjuring 2,134.0,2016
51466,Circuitry Man II: Plughead Rewired,98.0,1994
51470,Never Back Down: No Surrender,101.0,2016
51472,Ghostbusters,116.0,2016
51493,雀聖,98.0,2005
51496,The Condemned 2,90.0,2015
51497,Mythica: The Necromancer,93.0,2015
51506,Vares – Uhkapelimerkki,97.0,2012
51509,Vares – Pimeyden tango,91.0,2012
51510,Vares – Huhtikuun tytöt,95.0,2011
51511,Vares – Sukkanauhakäärme,0.0,2011
51515,হীরক রাজার দেশে,118.0,1980
51516,Dead Rising: Endgame,96.0,2016
51522,Jason Bourne,123.0,2016
51552,Saheb Biwi Aur Gangster Returns,142.0,2013
51564,Curious George: A Very Monkey Christmas,0.0,2009
51568,無宿人御子神の丈吉 牙は引き裂いた,88.0,1972
51569,The Purge: Election Year,105.0,2016
51593,Ice Age: Collision Course,100.0,2016
51601,Mythica: The Iron Crown,0.0,2016
51610,조선명탐정 : 사라진 놉의 딸,125.0,2015
51614,Les Tuche 2: Le rêve américain,94.0,2016
51615,La collina degli stivali,97.0,1969
51617,Big Man: Polizza inferno,90.0,1988
51618,Big Man: Polizza droga,91.0,1988
51619,Jeremiah,90.0,1998
51621,Solomon,180.0,1997
51622,Rabbit's Moon,16.0,1971
51623,Puce Moment,6.0,1949
51624,Até que a Sorte nos Separe,104.0,2012
51625,La furia del Hombre Lobo,90.0,1972
51626,Nous irons tous au paradis,110.0,1977
51628,প্রতি দ্বন্দ্বী,110.0,1970
51630,Sherlock Holmes: Incident at Victoria Falls,187.0,1992
51702,Sherlock Holmes and the Leading Lady,180.0,1991
51756,Soul Music,159.0,1997
51759,Wyrd Sisters,140.0,1997
51761,I tromboni di Fra' Diavolo,0.0,1962
51765,Den demokratiske terroristen,96.0,1992
51797,キングスグレイブ ファイナルファンタジーXV,115.0,2016
51833,"Belle et Sébastien, l'aventure continue",97.0,2015
51839,"Splash, Too",87.0,1988
51842,Sharknado 4: The 4th Awakens,85.0,2016
51851,名探偵コナン １４番目の標的（ターゲット）,99.0,1998
51853,名探偵コナン 世紀末の魔術師,100.0,1999
51855,Johan Falk: Kodnamn Lisa,106.0,2013
