,pelicula_id,puesto,crew_nombre,franquicia,compañia,pais,presupuesto_y,idioma_original,titulo_original,fecha_realizacion,recaudacion_y,duracion,año_realizacion,ganancia
12913,755,Director,Robert Rodriguez,From Dusk Till Dawn Collection,Los Hooligans Productions,United States of America,19000000.0,en,From Dusk Till Dawn,1996-01-19,25836616.0,108.0,1996,1.359821894736842
12914,755,Director,Robert Rodriguez,From Dusk Till Dawn Collection,Miramax,United States of America,19000000.0,en,From Dusk Till Dawn,1996-01-19,25836616.0,108.0,1996,1.359821894736842
21359,9102,Director,Christian Duguay,Screamers Collection,The Movie Network (TMN),Canada,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21360,9102,Director,Christian Duguay,Screamers Collection,The Movie Network (TMN),Japan,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21361,9102,Director,Christian Duguay,Screamers Collection,The Movie Network (TMN),United States of America,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21362,9102,Director,Christian Duguay,Screamers Collection,Allegro Films,Canada,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21363,9102,Director,Christian Duguay,Screamers Collection,Allegro Films,Japan,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21364,9102,Director,Christian Duguay,Screamers Collection,Allegro Films,United States of America,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21365,9102,Director,Christian Duguay,Screamers Collection,Fuji Eight Company Ltd.,Canada,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21366,9102,Director,Christian Duguay,Screamers Collection,Fuji Eight Company Ltd.,Japan,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21367,9102,Director,Christian Duguay,Screamers Collection,Fuji Eight Company Ltd.,United States of America,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21368,9102,Director,Christian Duguay,Screamers Collection,Fries Film Group,Canada,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21369,9102,Director,Christian Duguay,Screamers Collection,Fries Film Group,Japan,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21370,9102,Director,Christian Duguay,Screamers Collection,Fries Film Group,United States of America,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21371,9102,Director,Christian Duguay,Screamers Collection,Super Ecran,Canada,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21372,9102,Director,Christian Duguay,Screamers Collection,Super Ecran,Japan,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21373,9102,Director,Christian Duguay,Screamers Collection,Super Ecran,United States of America,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21374,9102,Director,Christian Duguay,Screamers Collection,Triumph Films,Canada,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21375,9102,Director,Christian Duguay,Screamers Collection,Triumph Films,Japan,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
21376,9102,Director,Christian Duguay,Screamers Collection,Triumph Films,United States of America,20000000.0,en,Screamers,1995-09-08,5781885.0,108.0,1995,0.28909425
33023,10874,Director,Brian Henson,The Muppet Collection,Walt Disney Pictures,United States of America,0.0,en,Muppet Treasure Island,1996-02-16,34327391.0,100.0,1996,inf
33024,10874,Director,Brian Henson,The Muppet Collection,Jim Henson Productions,United States of America,0.0,en,Muppet Treasure Island,1996-02-16,34327391.0,100.0,1996,inf
33025,10874,Director,Brian Henson,The Muppet Collection,"Jim Henson Company, The",United States of America,0.0,en,Muppet Treasure Island,1996-02-16,34327391.0,100.0,1996,inf
35723,27793,Director,Peter MacDonald,The Neverending Story Collection,Studio Babelsberg,Germany,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35724,27793,Director,Peter MacDonald,The Neverending Story Collection,Studio Babelsberg,United States of America,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35725,27793,Director,Peter MacDonald,The Neverending Story Collection,Dieter Geissler Filmproduktion,Germany,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35726,27793,Director,Peter MacDonald,The Neverending Story Collection,Dieter Geissler Filmproduktion,United States of America,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35727,27793,Director,Peter MacDonald,The Neverending Story Collection,Cinevox Filmproduktion GmbH,Germany,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35728,27793,Director,Peter MacDonald,The Neverending Story Collection,Cinevox Filmproduktion GmbH,United States of America,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35729,27793,Director,Peter MacDonald,The Neverending Story Collection,Warner Bros.,Germany,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35730,27793,Director,Peter MacDonald,The Neverending Story Collection,Warner Bros.,United States of America,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35731,27793,Director,Peter MacDonald,The Neverending Story Collection,Miramax,Germany,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
35732,27793,Director,Peter MacDonald,The Neverending Story Collection,Miramax,United States of America,17000000.0,en,The NeverEnding Story III,1994-10-26,0.0,95.0,1994,0.0
37123,9737,Director,Michael Bay,Bad Boys Collection,Columbia Pictures,United States of America,19000000.0,en,Bad Boys,1995-04-07,141407024.0,118.0,1995,7.442474947368421
37124,9737,Director,Michael Bay,Bad Boys Collection,Don Simpson/Jerry Bruckheimer Films,United States of America,19000000.0,en,Bad Boys,1995-04-07,141407024.0,118.0,1995,7.442474947368421
39171,414,Director,Joel Schumacher,Batman Collection,Warner Bros.,United Kingdom,100000000.0,en,Batman Forever,1995-06-16,336529144.0,121.0,1995,3.36529144
39172,414,Director,Joel Schumacher,Batman Collection,Warner Bros.,United States of America,100000000.0,en,Batman Forever,1995-06-16,336529144.0,121.0,1995,3.36529144
39173,414,Director,Joel Schumacher,Batman Collection,Polygram Filmed Entertainment,United Kingdom,100000000.0,en,Batman Forever,1995-06-16,336529144.0,121.0,1995,3.36529144
39174,414,Director,Joel Schumacher,Batman Collection,Polygram Filmed Entertainment,United States of America,100000000.0,en,Batman Forever,1995-06-16,336529144.0,121.0,1995,3.36529144
41619,5894,Director,Paul Auster,Brooklyn Cigar Store Collection,Miramax Films,United States of America,2000000.0,en,Blue in the Face,1995-09-15,1275000.0,83.0,1995,0.6375
41620,5894,Director,Paul Auster,Brooklyn Cigar Store Collection,InterAL,United States of America,2000000.0,en,Blue in the Face,1995-09-15,1275000.0,83.0,1995,0.6375
41621,5894,Director,Wayne Wang,Brooklyn Cigar Store Collection,Miramax Films,United States of America,2000000.0,en,Blue in the Face,1995-09-15,1275000.0,83.0,1995,0.6375
41622,5894,Director,Wayne Wang,Brooklyn Cigar Store Collection,InterAL,United States of America,2000000.0,en,Blue in the Face,1995-09-15,1275000.0,83.0,1995,0.6375
41779,8839,Director,Brad Silberling,Casper Collection,Universal Pictures,United States of America,50000000.0,en,Casper,1995-05-26,287928194.0,100.0,1995,5.75856388
41780,8839,Director,Brad Silberling,Casper Collection,Amblin Entertainment,United States of America,50000000.0,en,Casper,1995-05-26,287928194.0,100.0,1995,5.75856388
41781,8839,Director,Brad Silberling,Casper Collection,The Harvey Entertainment Company,United States of America,50000000.0,en,Casper,1995-05-26,287928194.0,100.0,1995,5.75856388
44533,8068,Director,Robert Rodriguez,Mexico Trilogy,Columbia Pictures,United States of America,7000000.0,en,Desperado,1995-08-25,25405445.0,104.0,1995,3.6293492857142855
44534,8068,Director,Robert Rodriguez,Mexico Trilogy,Los Hooligans Productions,United States of America,7000000.0,en,Desperado,1995-08-25,25405445.0,104.0,1995,3.6293492857142855
45109,1572,Director,John McTiernan,Die Hard Collection,Twentieth Century Fox Film Corporation,United States of America,90000000.0,en,Die Hard: With a Vengeance,1995-05-19,366101666.0,128.0,1995,4.067796288888889
45110,1572,Director,John McTiernan,Die Hard Collection,Cinergi Pictures Entertainment,United States of America,90000000.0,en,Die Hard: With a Vengeance,1995-05-19,366101666.0,128.0,1995,4.067796288888889
45381,13552,Director,Gregg Araki,Teenage Apocalypse Trilogy,Why Not Productions,France,0.0,en,The Doom Generation,1995-10-27,0.0,80.0,1995,0.0
45382,13552,Director,Gregg Araki,Teenage Apocalypse Trilogy,Why Not Productions,United States of America,0.0,en,The Doom Generation,1995-10-27,0.0,80.0,1995,0.0
45383,13552,Director,Gregg Araki,Teenage Apocalypse Trilogy,Desperate Pictures,France,0.0,en,The Doom Generation,1995-10-27,0.0,80.0,1995,0.0
45384,13552,Director,Gregg Araki,Teenage Apocalypse Trilogy,Desperate Pictures,United States of America,0.0,en,The Doom Generation,1995-10-27,0.0,80.0,1995,0.0
45385,13552,Director,Gregg Araki,Teenage Apocalypse Trilogy,Blurco,France,0.0,en,The Doom Generation,1995-10-27,0.0,80.0,1995,0.0
45386,13552,Director,Gregg Araki,Teenage Apocalypse Trilogy,Blurco,United States of America,0.0,en,The Doom Generation,1995-10-27,0.0,80.0,1995,0.0
45387,13552,Director,Gregg Araki,Teenage Apocalypse Trilogy,The Teen Angst Movie Company,France,0.0,en,The Doom Generation,1995-10-27,0.0,80.0,1995,0.0
45388,13552,Director,Gregg Araki,Teenage Apocalypse Trilogy,The Teen Angst Movie Company,United States of America,0.0,en,The Doom Generation,1995-10-27,0.0,80.0,1995,0.0
59717,9073,Director,Dwight H. Little,Free Willy Collection,Regency Enterprises,France,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59718,9073,Director,Dwight H. Little,Free Willy Collection,Regency Enterprises,United States of America,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59719,9073,Director,Dwight H. Little,Free Willy Collection,Alcor Films,France,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59720,9073,Director,Dwight H. Little,Free Willy Collection,Alcor Films,United States of America,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59721,9073,Director,Dwight H. Little,Free Willy Collection,Canal+,France,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59722,9073,Director,Dwight H. Little,Free Willy Collection,Canal+,United States of America,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59723,9073,Director,Dwight H. Little,Free Willy Collection,Donner/Shuler-Donner Productions,France,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59724,9073,Director,Dwight H. Little,Free Willy Collection,Donner/Shuler-Donner Productions,United States of America,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59725,9073,Director,Dwight H. Little,Free Willy Collection,Warner Bros.,France,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
59726,9073,Director,Dwight H. Little,Free Willy Collection,Warner Bros.,United States of America,0.0,en,Free Willy 2 - The Adventure Home,1995-07-19,0.0,95.0,1995,0.0
60717,9070,Director,Bryan Spicer,Power Rangers Collection,Twentieth Century Fox Film Corporation,Japan,15000000.0,en,Mighty Morphin Power Rangers: The Movie,1995-06-30,66000000.0,92.0,1995,4.4
60718,9070,Director,Bryan Spicer,Power Rangers Collection,Twentieth Century Fox Film Corporation,United States of America,15000000.0,en,Mighty Morphin Power Rangers: The Movie,1995-06-30,66000000.0,92.0,1995,4.4
60719,9070,Director,Bryan Spicer,Power Rangers Collection,Saban Entertainment,Japan,15000000.0,en,Mighty Morphin Power Rangers: The Movie,1995-06-30,66000000.0,92.0,1995,4.4
60720,9070,Director,Bryan Spicer,Power Rangers Collection,Saban Entertainment,United States of America,15000000.0,en,Mighty Morphin Power Rangers: The Movie,1995-06-30,66000000.0,92.0,1995,4.4
60721,9070,Director,Bryan Spicer,Power Rangers Collection,Toei Company,Japan,15000000.0,en,Mighty Morphin Power Rangers: The Movie,1995-06-30,66000000.0,92.0,1995,4.4
60722,9070,Director,Bryan Spicer,Power Rangers Collection,Toei Company,United States of America,15000000.0,en,Mighty Morphin Power Rangers: The Movie,1995-06-30,66000000.0,92.0,1995,4.4
71517,1642,Director,Irwin Winkler,Síť (kolekce),Columbia Pictures,United States of America,22000000.0,en,The Net,1995-07-28,110627965.0,114.0,1995,5.028543863636363
72317,11980,Director,Gregory Widen,The Prophecy Collection,Dimension Films,United States of America,8.0,en,The Prophecy,1995-09-01,16.0,98.0,1995,2.0
72398,10802,Director,Paul Verhoeven,Showgirls Collection,United Artists,France,45000000.0,en,Showgirls,1995-09-22,20350754.0,128.0,1995,0.4522389777777778
72399,10802,Director,Paul Verhoeven,Showgirls Collection,United Artists,United States of America,45000000.0,en,Showgirls,1995-09-22,20350754.0,128.0,1995,0.4522389777777778
72400,10802,Director,Paul Verhoeven,Showgirls Collection,Le Studio Canal+,France,45000000.0,en,Showgirls,1995-09-22,20350754.0,128.0,1995,0.4522389777777778
72401,10802,Director,Paul Verhoeven,Showgirls Collection,Le Studio Canal+,United States of America,45000000.0,en,Showgirls,1995-09-22,20350754.0,128.0,1995,0.4522389777777778
72402,10802,Director,Paul Verhoeven,Showgirls Collection,Carolco Pictures,France,45000000.0,en,Showgirls,1995-09-22,20350754.0,128.0,1995,0.4522389777777778
72403,10802,Director,Paul Verhoeven,Showgirls Collection,Carolco Pictures,United States of America,45000000.0,en,Showgirls,1995-09-22,20350754.0,128.0,1995,0.4522389777777778
73226,10149,Director,Wayne Wang,Brooklyn Cigar Store Collection,Miramax Films,Germany,7000000.0,en,Smoke,1995-06-09,8349430.0,112.0,1995,1.1927757142857145
73227,10149,Director,Wayne Wang,Brooklyn Cigar Store Collection,Miramax Films,Japan,7000000.0,en,Smoke,1995-06-09,8349430.0,112.0,1995,1.1927757142857145
73228,10149,Director,Wayne Wang,Brooklyn Cigar Store Collection,Miramax Films,United States of America,7000000.0,en,Smoke,1995-06-09,8349430.0,112.0,1995,1.1927757142857145
73232,10149,Director,Paul Auster,Brooklyn Cigar Store Collection,Miramax Films,Germany,7000000.0,en,Smoke,1995-06-09,8349430.0,112.0,1995,1.1927757142857145
73233,10149,Director,Paul Auster,Brooklyn Cigar Store Collection,Miramax Films,Japan,7000000.0,en,Smoke,1995-06-09,8349430.0,112.0,1995,1.1927757142857145
73234,10149,Director,Paul Auster,Brooklyn Cigar Store Collection,Miramax Films,United States of America,7000000.0,en,Smoke,1995-06-09,8349430.0,112.0,1995,1.1927757142857145
74234,9348,Director,Roger Donaldson,Species Collection,Metro-Goldwyn-Mayer (MGM),United States of America,35000000.0,en,Species,1995-07-07,113374103.0,108.0,1995,3.2392600857142857
74711,3512,Director,Geoff Murphy,Under Siege Collection,Regency Enterprises,United States of America,60000000.0,en,Under Siege 2: Dark Territory,1995-07-13,104324083.0,100.0,1995,1.738734716666667
74712,3512,Director,Geoff Murphy,Under Siege Collection,Warner Bros.,United States of America,60000000.0,en,Under Siege 2: Dark Territory,1995-07-13,104324083.0,100.0,1995,1.738734716666667
74713,3512,Director,Geoff Murphy,Under Siege Collection,Seagal/Nasso Productions,United States of America,60000000.0,en,Under Siege 2: Dark Territory,1995-07-13,104324083.0,100.0,1995,1.738734716666667
74714,3512,Director,Geoff Murphy,Under Siege Collection,Victor Company of Japan (JVC),United States of America,60000000.0,en,Under Siege 2: Dark Territory,1995-07-13,104324083.0,100.0,1995,1.738734716666667
74715,3512,Director,Geoff Murphy,Under Siege Collection,Cutting Edge Films,United States of America,60000000.0,en,Under Siege 2: Dark Territory,1995-07-13,104324083.0,100.0,1995,1.738734716666667
75911,50797,Director,Nikita Mikhalkov,Burnt by the Sun Trilogy,Canal+,France,2800000.0,ru,Утомлённые солнцем,1994-05-01,2616503.0,135.0,1994,0.9344653571428572
75912,50797,Director,Nikita Mikhalkov,Burnt by the Sun Trilogy,Canal+,Russia,2800000.0,ru,Утомлённые солнцем,1994-05-01,2616503.0,135.0,1994,0.9344653571428572
75913,50797,Director,Nikita Mikhalkov,Burnt by the Sun Trilogy,Studio Trite,France,2800000.0,ru,Утомлённые солнцем,1994-05-01,2616503.0,135.0,1994,0.9344653571428572
75914,50797,Director,Nikita Mikhalkov,Burnt by the Sun Trilogy,Studio Trite,Russia,2800000.0,ru,Утомлённые солнцем,1994-05-01,2616503.0,135.0,1994,0.9344653571428572
75915,50797,Director,Nikita Mikhalkov,Burnt by the Sun Trilogy,Caméra One,France,2800000.0,ru,Утомлённые солнцем,1994-05-01,2616503.0,135.0,1994,0.9344653571428572
75916,50797,Director,Nikita Mikhalkov,Burnt by the Sun Trilogy,Caméra One,Russia,2800000.0,ru,Утомлённые солнцем,1994-05-01,2616503.0,135.0,1994,0.9344653571428572
76127,76,Director,Richard Linklater,Before... Collection,Detour Film Production,Austria,2500000.0,en,Before Sunrise,1995-01-27,5535405.0,105.0,1995,2.214162
76128,76,Director,Richard Linklater,Before... Collection,Detour Film Production,Switzerland,2500000.0,en,Before Sunrise,1995-01-27,5535405.0,105.0,1995,2.214162
76129,76,Director,Richard Linklater,Before... Collection,Detour Film Production,United States of America,2500000.0,en,Before Sunrise,1995-01-27,5535405.0,105.0,1995,2.214162
76130,76,Director,Richard Linklater,Before... Collection,Warner Bros.,Austria,2500000.0,en,Before Sunrise,1995-01-27,5535405.0,105.0,1995,2.214162
76131,76,Director,Richard Linklater,Before... Collection,Warner Bros.,Switzerland,2500000.0,en,Before Sunrise,1995-01-27,5535405.0,105.0,1995,2.214162
76132,76,Director,Richard Linklater,Before... Collection,Warner Bros.,United States of America,2500000.0,en,Before Sunrise,1995-01-27,5535405.0,105.0,1995,2.214162
80015,2292,Director,Kevin Smith,Clerks Collection,Miramax Films,United States of America,27000.0,en,Clerks,1994-09-13,3151130.0,92.0,1994,116.70851851851852
80016,2292,Director,Kevin Smith,Clerks Collection,View Askew Productions,United States of America,27000.0,en,Clerks,1994-09-13,3151130.0,92.0,1994,116.70851851851852
80075,8467,Director,Peter Farrelly,Dumb and Dumber Collection,New Line Cinema,United States of America,16000000.0,en,Dumb and Dumber,1994-12-16,247275374.0,107.0,1994,15.454710875
80076,8467,Director,Peter Farrelly,Dumb and Dumber Collection,Motion Picture Corporation of America (MPCA),United States of America,16000000.0,en,Dumb and Dumber,1994-12-16,247275374.0,107.0,1994,15.454710875
80077,8467,Director,Bobby Farrelly,Dumb and Dumber Collection,New Line Cinema,United States of America,16000000.0,en,Dumb and Dumber,1994-12-16,247275374.0,107.0,1994,15.454710875
80078,8467,Director,Bobby Farrelly,Dumb and Dumber Collection,Motion Picture Corporation of America (MPCA),United States of America,16000000.0,en,Dumb and Dumber,1994-12-16,247275374.0,107.0,1994,15.454710875
80715,15789,Director,Kevin Lima,A Goofy Movie Collection,Walt Disney Pictures,United States of America,0.0,en,A Goofy Movie,1995-04-07,35348597.0,78.0,1995,inf
80720,15789,Director,Paul Brizzi,A Goofy Movie Collection,Walt Disney Pictures,United States of America,0.0,en,A Goofy Movie,1995-04-07,35348597.0,78.0,1995,inf
81465,628,Director,Neil Jordan,The Vampire Chronicles,Geffen Pictures,United States of America,60000000.0,en,Interview with the Vampire,1994-11-11,223664608.0,123.0,1994,3.7277434666666656
81525,11,Director,George Lucas,Star Wars Collection,Lucasfilm,United States of America,11000000.0,en,Star Wars,1977-05-25,775398007.0,121.0,1977,70.49072790909091
81526,11,Director,George Lucas,Star Wars Collection,Twentieth Century Fox Film Corporation,United States of America,11000000.0,en,Star Wars,1977-05-25,775398007.0,121.0,1977,70.49072790909091
85341,63105,Director,Albert Pyun,Nemesis Collection,Filmwerks,United States of America,0.0,en,Nemesis 2 - Nebula,1995-09-26,0.0,83.0,1995,0.0
85342,63105,Director,Albert Pyun,Nemesis Collection,Imperial Entertainment,United States of America,0.0,en,Nemesis 2 - Nebula,1995-09-26,0.0,83.0,1995,0.0
85701,527,Director,Lee Tamahori,Once were Warriors Collection,Avalon Studios,New Zealand,0.0,en,Once Were Warriors,1994-09-02,2201126.0,99.0,1994,inf
85702,527,Director,Lee Tamahori,Once were Warriors Collection,New Zealand Film Commission,New Zealand,0.0,en,Once Were Warriors,1994-09-02,2201126.0,99.0,1994,inf
85703,527,Director,Lee Tamahori,Once were Warriors Collection,New Zealand On Air,New Zealand,0.0,en,Once Were Warriors,1994-09-02,2201126.0,99.0,1994,inf
85845,18220,Director,Anne Goursaud,Poison Ivy Collection,New Line Cinema,United States of America,0.0,en,Poison Ivy II: Lily,1996-01-16,0.0,106.0,1996,0.0
85846,18220,Director,Anne Goursaud,Poison Ivy Collection,CineTel Pictures,United States of America,0.0,en,Poison Ivy II: Lily,1996-01-16,0.0,106.0,1996,0.0
85847,18220,Director,Anne Goursaud,Poison Ivy Collection,MG Entertainment,United States of America,0.0,en,Poison Ivy II: Lily,1996-01-16,0.0,106.0,1996,0.0
86493,110,Director,Krzysztof Kieślowski,Three Colors Collection,Zespół Filmowy TOR,France,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86494,110,Director,Krzysztof Kieślowski,Three Colors Collection,Zespół Filmowy TOR,Poland,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86495,110,Director,Krzysztof Kieślowski,Three Colors Collection,Zespół Filmowy TOR,Switzerland,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86496,110,Director,Krzysztof Kieślowski,Three Colors Collection,Le Studio Canal+,France,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86497,110,Director,Krzysztof Kieślowski,Three Colors Collection,Le Studio Canal+,Poland,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86498,110,Director,Krzysztof Kieślowski,Three Colors Collection,Le Studio Canal+,Switzerland,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86499,110,Director,Krzysztof Kieślowski,Three Colors Collection,France 3 Cinéma,France,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86500,110,Director,Krzysztof Kieślowski,Three Colors Collection,France 3 Cinéma,Poland,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86501,110,Director,Krzysztof Kieślowski,Three Colors Collection,France 3 Cinéma,Switzerland,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86502,110,Director,Krzysztof Kieślowski,Three Colors Collection,Télévision Suisse-Romande,France,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86503,110,Director,Krzysztof Kieślowski,Three Colors Collection,Télévision Suisse-Romande,Poland,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
86504,110,Director,Krzysztof Kieślowski,Three Colors Collection,Télévision Suisse-Romande,Switzerland,0.0,fr,Trois couleurs : Rouge,1994-05-27,0.0,99.0,1994,0.0
99453,108,Director,Krzysztof Kieślowski,Three Colors Collection,France 3 Cinéma,France,0.0,fr,Trois couleurs : Bleu,1993-01-10,0.0,98.0,1993,0.0
99454,108,Director,Krzysztof Kieślowski,Three Colors Collection,France 3 Cinéma,Poland,0.0,fr,Trois couleurs : Bleu,1993-01-10,0.0,98.0,1993,0.0
99455,108,Director,Krzysztof Kieślowski,Three Colors Collection,CED Productions,France,0.0,fr,Trois couleurs : Bleu,1993-01-10,0.0,98.0,1993,0.0
99456,108,Director,Krzysztof Kieślowski,Three Colors Collection,CED Productions,Poland,0.0,fr,Trois couleurs : Bleu,1993-01-10,0.0,98.0,1993,0.0
101037,109,Director,Krzysztof Kieślowski,Three Colors Collection,Le Studio Canal+,France,0.0,fr,Trois couleurs : Blanc,1994-01-26,0.0,91.0,1994,0.0
101038,109,Director,Krzysztof Kieślowski,Three Colors Collection,Le Studio Canal+,Poland,0.0,fr,Trois couleurs : Blanc,1994-01-26,0.0,91.0,1994,0.0
101039,109,Director,Krzysztof Kieślowski,Three Colors Collection,France 3 Cinéma,France,0.0,fr,Trois couleurs : Blanc,1994-01-26,0.0,91.0,1994,0.0
101040,109,Director,Krzysztof Kieślowski,Three Colors Collection,France 3 Cinéma,Poland,0.0,fr,Trois couleurs : Blanc,1994-01-26,0.0,91.0,1994,0.0
101041,109,Director,Krzysztof Kieślowski,Three Colors Collection,Eurimages,France,0.0,fr,Trois couleurs : Blanc,1994-01-26,0.0,91.0,1994,0.0
101042,109,Director,Krzysztof Kieślowski,Three Colors Collection,Eurimages,Poland,0.0,fr,Trois couleurs : Blanc,1994-01-26,0.0,91.0,1994,0.0
104277,22586,Director,Richard Rich,Swan Princess Series,Rich Animation Studios,United States of America,35000000.0,en,The Swan Princess,1994-11-18,9771658.0,89.0,1994,0.2791902285714285
104290,11395,Director,John Pasquin,The Santa Clause Collection,Walt Disney Pictures,United States of America,22000000.0,en,The Santa Clause,1994-11-10,189833357.0,97.0,1994,8.628788954545454
104291,11395,Director,John Pasquin,The Santa Clause Collection,Hollywood Pictures,United States of America,22000000.0,en,The Santa Clause,1994-11-10,189833357.0,97.0,1994,8.628788954545454
104994,9059,Director,Ernest R. Dickerson,Tales from the Crypt Collection,Universal Pictures,United States of America,0.0,en,Tales from the Crypt: Demon Knight,1995-01-13,0.0,92.0,1995,0.0
104995,9059,Director,Ernest R. Dickerson,Tales from the Crypt Collection,Tales From The Crypt Holdings,United States of America,0.0,en,Tales from the Crypt: Demon Knight,1995-01-13,0.0,92.0,1995,0.0
105642,193,Director,David Carson,Star Trek: The Next Generation Collection,Paramount Pictures,United States of America,38000000.0,en,Star Trek: Generations,1994-11-17,120000000.0,118.0,1994,3.1578947368421053
105914,3049,Director,Tom Shadyac,Ace Ventura Collection,Warner Bros.,United States of America,15000000.0,en,Ace Ventura: Pet Detective,1994-02-04,107217396.0,86.0,1994,7.1478264
105915,3049,Director,Tom Shadyac,Ace Ventura Collection,Morgan Creek Productions,United States of America,15000000.0,en,Ace Ventura: Pet Detective,1994-02-04,107217396.0,86.0,1994,7.1478264
106218,9331,Director,Phillip Noyce,The Jack Ryan Collection,Paramount Pictures,United States of America,62000000.0,en,Clear and Present Danger,1994-08-03,215887717.0,141.0,1994,3.482059951612903
106219,9331,Director,Phillip Noyce,The Jack Ryan Collection,Mace Neufeld Productions,United States of America,62000000.0,en,Clear and Present Danger,1994-08-03,215887717.0,141.0,1994,3.482059951612903
106866,9495,Director,Alex Proyas,The Crow Collection,Miramax Films,United States of America,15000000.0,en,The Crow,1994-05-11,94000000.0,102.0,1994,6.266666666666667
106867,9495,Director,Alex Proyas,The Crow Collection,Crowvision Inc.,United States of America,15000000.0,en,The Crow,1994-05-11,94000000.0,102.0,1994,6.266666666666667
106868,9495,Director,Alex Proyas,The Crow Collection,Entertainment Media Investment Corporation,United States of America,15000000.0,en,The Crow,1994-05-11,94000000.0,102.0,1994,6.266666666666667
106869,9495,Director,Alex Proyas,The Crow Collection,Jeff Most Productions,United States of America,15000000.0,en,The Crow,1994-05-11,94000000.0,102.0,1994,6.266666666666667
106870,9495,Director,Alex Proyas,The Crow Collection,Edward R. Pressman Film,United States of America,15000000.0,en,The Crow,1994-05-11,94000000.0,102.0,1994,6.266666666666667
110466,888,Director,Brian Levant,The Flintstones (Live-Action) Collection,Universal Pictures,United States of America,46000000.0,en,The Flintstones,1994-05-26,341631208.0,91.0,1994,7.426765391304348
